award_date,project_number,award_amount,award_type
2023-11-27,5R01NS115968-05,376536,5
2021-12-04,5R01NS115972-02,443657,5
2022-11-22,5R01NS115972-03,498010,5
2023-12-14,5R01NS115972-04,452810,5
2022-01-17,5R01NS115974-03,89755,5
2023-01-27,5R01NS115974-05,474826,5
2024-02-02,5R01NS115974-06,460290,5
2021-11-11,5R01NS115975-03,392264,5
2022-11-16,5R01NS115975-04,392264,5
2023-11-02,5R01NS115975-05,380497,5
2021-12-02,5R01NS115977-02,378750,5
2023-01-17,5R01NS115977-03,378750,5
2023-11-22,5R01NS115977-04,367388,5
2024-11-27,5R01NS115977-05,340875,5
2021-11-18,5R01NS116019-02,388750,5
2022-12-20,5R01NS116019-03,388750,5
2023-11-28,5R01NS116019-04,377088,5
2024-12-05,5R01NS116019-05,349875,5
2021-11-16,5R01NS116037-02,400059,5
2023-02-16,5R01NS116037-03,400709,5
2023-11-07,5R01NS116037-04,388690,5
2024-11-29,5R01NS116037-05,360639,5
2023-02-13,5R01NS116043-04,357600,5
2021-12-20,5R01NS116051-02,378750,5
2022-12-20,5R01NS116051-03,378750,5
2023-12-13,5R01NS116051-04,367388,5
2024-12-12,5R01NS116051-05,340875,5
2021-12-23,5R01NS116054-02,412751,5
2023-01-11,5R01NS116054-03,412751,5
2021-11-24,5R01NS116055-02,368224,5
2022-12-09,5R01NS116055-03,364000,5
2023-12-08,5R01NS116055-04,355020,5
2024-12-23,5R01NS116055-05,329400,5
2023-01-30,5R01NS116057-04,398325,5
2024-01-25,5R01NS116057-05,386375,5
2022-01-13,5R01NS116059-03,357448,5
2023-02-08,5R01NS116059-04,357448,5
2021-12-01,5R01NS116068-02,624342,5
2023-02-01,5R01NS116068-03,622027,5
2023-12-18,5R01NS116068-04,601075,5
2024-11-13,5R01NS116068-05,555534,5
2022-02-03,5R01NS116080-03,617491,5
2023-02-10,5R01NS116080-04,576710,5
2024-02-01,5R01NS116080-05,550925,5
2021-11-11,5R01NS116089-02,623906,5
2022-11-21,5R01NS116089-03,623906,5
2023-11-20,5R01NS116089-04,605188,5
2024-12-03,5R01NS116089-05,561516,5
2021-11-01,5R01NS116091-02,458383,5
2022-12-14,5R01NS116091-03,458382,5
2023-11-09,5R01NS116091-04,444632,5
2024-12-05,5R01NS116091-05,412544,5
2021-12-23,5R01NS116139-03,400516,5
2022-12-23,5R01NS116139-04,400516,5
2023-12-27,5R01NS116139-05,388501,5
2022-01-31,5R01NS116141-03,377400,5
2024-01-29,5R01NS116141-05,367012,5
2021-12-21,5R01NS116144-03,415160,5
2023-01-06,5R01NS116144-04,415160,5
2021-11-24,5R01NS116148-02,561752,5
2022-12-08,5R01NS116148-03,538479,5
2023-11-21,5R01NS116148-04,560383,5
2021-11-16,5R01NS116190-02,400000,5
2022-12-23,5R01NS116190-03,400000,5
2023-11-10,5R01NS116190-04,388000,5
2024-11-19,5R01NS116190-05,360000,5
2021-11-26,5R01NS116262-02,598384,5
2022-12-02,5R01NS116262-03,598384,5
2023-12-04,5R01NS116262-04,580434,5
2024-11-22,5R01NS116262-05,538546,5
2022-02-11,5R01NS116273-02,342434,5
2023-02-07,5R01NS116273-03,342434,5
2022-01-11,5R01NS116350-03,567750,5
2023-01-30,5R01NS116350-04,556942,5
2024-01-25,5R01NS116350-05,526777,5
2021-12-21,5R01NS116353-03,608977,5
2022-12-20,5R01NS116353-04,603031,5
2024-02-01,5R01NS116353-05,577523,5
2021-12-31,5R01NS116357-02,510618,5
2022-12-21,5R01NS116357-03,505968,5
2023-12-30,5R01NS116357-04,488219,5
2024-12-16,5R01NS116357-05,452986,5
2023-12-08,5R01NS116361-03,558855,5
2024-12-03,5R01NS116361-04,518525,5
2022-01-31,5R01NS116365-03,411324,5
2024-01-29,5R01NS116365-05,398984,5
2021-12-08,5R01NS116373-02,336783,5
2022-12-07,5R01NS116373-03,335479,5
2023-12-05,5R01NS116373-04,325415,5
2024-12-11,5R01NS116373-05,301932,5
2021-12-01,5R01NS116383-02,603068,5
2022-12-07,5R01NS116383-03,603068,5
2023-11-21,5R01NS116383-04,584976,5
2024-12-11,5R01NS116383-05,542762,5
2022-02-01,5R01NS116400-03,472299,5
2023-01-30,5R01NS116400-04,472299,5
2024-01-29,5R01NS116400-05,458129,5
2021-11-23,5R01NS116404-02,373338,5
2022-12-09,5R01NS116404-03,373067,5
2023-12-28,5R01NS116404-04,361600,5
2024-11-21,5R01NS116404-05,335237,5
2021-11-24,5R01NS116657-02,488796,5
2022-12-02,5R01NS116657-03,499221,5
2023-11-20,5R01NS116657-04,514305,5
2024-12-05,5R01NS116657-05,477190,5
2021-11-11,5R01NS116716-03,359014,5
2022-11-16,5R01NS116716-04,358437,5
2023-11-22,5R01NS116716-05,347074,5
2022-01-26,5R01NS116747-12,412573,5
2023-01-30,5R01NS116747-13,398590,5
2024-01-15,5R01NS116747-14,386632,5
2022-01-25,5R01NS116828-03,339472,5
2021-12-20,5R01NS116888-02,400733,5
2022-02-14,5R01NS116897-03,586028,5
2024-01-29,5R01NS116897-05,568447,5
2023-02-03,5R01NS117000-04,569269,5
2021-12-21,5R01NS117102-02,454209,5
2022-12-29,5R01NS117102-03,429960,5
2022-01-24,5R01NS117104-03,363946,5
2024-02-05,5R01NS117104-05,191979,5
2023-01-30,5R01NS117139-04,395874,5
2024-01-29,5R01NS117139-05,383997,5
2021-11-19,5R01NS117146-02,637429,5
2023-01-26,5R01NS117146-03,634263,5
2023-11-20,5R01NS117146-04,612103,5
2024-11-29,5R01NS117146-05,564648,5
2021-11-17,5R01NS117149-02,392641,5
2022-12-01,5R01NS117149-03,456534,5
2023-11-09,5R01NS117149-04,418485,5
2022-02-08,5R01NS117176-03,378350,5
2022-12-02,5R01NS117179-02,403021,5
2023-11-17,5R01NS117179-03,392143,5
2024-11-15,5R01NS117179-04,364500,5
2021-11-17,5R01NS117364-02,395000,5
2022-11-09,5R01NS117364-03,395000,5
2023-12-01,5R01NS117364-04,383150,5
2024-11-15,5R01NS117364-05,355500,5
2023-02-08,5R01NS117390-03,540973,5
2024-02-15,5R01NS117390-04,524745,5
2022-01-13,5R01NS117428-02,495992,5
2023-02-14,5R01NS117428-03,495992,5
2025-02-13,5R01NS117428-04,444404,5
2023-12-08,5R01NS117457-02,454640,5
2024-12-18,5R01NS117457-03,421830,5
2022-12-07,5R01NS117513-02,355809,5
2023-12-08,5R01NS117513-03,348301,5
2024-12-05,5R01NS117513-04,320759,5
2022-01-21,5R01NS117515-02,547639,5
2023-02-06,5R01NS117515-03,551205,5
2024-01-18,5R01NS117515-04,515456,5
2025-01-17,5R01NS117515-05,454266,5
2022-01-10,5R01NS117533-02,449823,5
2023-02-02,5R01NS117533-03,425907,5
2024-01-16,5R01NS117533-04,408108,5
2024-12-26,5R01NS117568-04,533172,5
2022-01-31,5R01NS117588-02,387750,5
2023-01-30,5R01NS117588-03,387750,5
2024-01-29,5R01NS117588-04,376118,5
2025-01-20,5R01NS117588-05,348975,5
2023-11-28,5R01NS117606-02,439797,5
2024-11-21,5R01NS117606-03,408058,5
2022-02-11,5R01NS117638-02,667322,5
2022-12-01,5R01NS117694-02,473850,5
2023-11-30,5R01NS117694-03,477112,5
2024-12-20,5R01NS117694-04,441187,5
2021-12-02,5R01NS117698-02,400368,5
2022-12-29,5R01NS117698-03,1,5
2025-01-15,5R01NS117698-05,334125,5
2022-02-02,5R01NS117699-02,491429,5
2023-01-30,5R01NS117699-03,491429,5
2024-01-19,5R01NS117699-04,476686,5
2025-01-27,5R01NS117699-05,442288,5
2021-12-20,5R01NS117742-02,378743,5
2022-12-27,5R01NS117742-03,378743,5
2023-12-28,5R01NS117742-04,365906,5
2025-01-01,5R01NS117742-05,337715,5
2022-01-21,5R01NS117745-02,992408,5
2023-01-27,5R01NS117745-03,932327,5
2024-02-01,5R01NS117745-04,904357,5
2025-01-28,5R01NS117745-05,839094,5
2021-12-30,5R01NS117816-02,399450,5
2024-01-29,5R01NS117816-04,386659,5
2022-02-02,5R01NS118009-02,388479,5
2023-01-28,5R01NS118009-03,436603,5
2025-01-28,5R01NS118009-04,389695,5
2023-02-07,5R01NS118030-02,416218,5
2023-12-27,5R01NS118030-03,407465,5
2024-12-24,5R01NS118030-04,378060,5
2021-12-23,5R01NS118091-02,397606,5
2022-12-15,5R01NS118091-03,398497,5
2023-12-29,5R01NS118091-04,37636,5
2022-02-10,5R01NS118769-03,513082,5
2023-02-09,5R01NS118769-04,513082,5
2024-02-15,5R01NS118769-05,497691,5
2021-11-24,5R01NS118786-02,388750,5
2022-12-05,5R01NS118786-03,388750,5
2023-12-07,5R01NS118786-04,377088,5
2024-11-29,5R01NS118786-05,349875,5
2021-11-22,5R01NS118819-02,561145,5
2023-02-07,5R01NS118819-03,548449,5
2024-01-26,5R01NS118819-04,522020,5
2024-12-16,5R01NS118819-05,472174,5
2021-12-01,5R01NS118884-02,418750,5
2022-11-25,5R01NS118884-03,418750,5
2023-11-22,5R01NS118884-04,406188,5
2024-11-21,5R01NS118884-05,376875,5
2023-02-10,5R01NS118886-03,599315,5
2022-01-21,5R01NS118921-07,528940,5
2023-02-03,5R01NS118921-08,528940,5
2024-01-29,5R01NS118921-09,513073,5
2021-11-25,5R01NS119162-02,405000,5
2022-12-15,5R01NS119162-03,405000,5
2023-12-01,5R01NS119162-04,392850,5
2024-11-21,5R01NS119162-05,364500,5
2022-12-05,5R01NS119178-03,402500,5
2023-11-10,5R01NS119178-04,390425,5
2024-11-19,5R01NS119178-05,362250,5
2023-12-27,5R01NS119183-04,390425,5
2025-01-15,5R01NS119183-05,362250,5
2022-12-30,5R01NS119225-02,413910,5
2023-12-19,5R01NS119225-03,397700,5
2025-01-08,5R01NS119225-04,369000,5
2023-01-31,5R01NS119226-02,343794,5
2023-12-20,5R01NS119226-03,333479,5
2021-12-08,5R01NS119255-02,622544,5
2022-11-29,5R01NS119255-03,618074,5
2023-12-14,5R01NS119255-04,599426,5
2024-11-27,5R01NS119255-05,548807,5
2022-01-20,5R01NS119263-02,35649,5
2022-12-21,5R01NS119263-04,351855,5
2023-02-09,5R01NS119322-02,544881,5
2024-02-08,5R01NS119322-03,510359,5
2022-01-12,5R01NS119410-02,527305,5
2023-01-17,5R01NS119410-03,511387,5
2023-12-05,5R01NS119410-04,510125,5
2024-12-26,5R01NS119410-05,453385,5
2023-02-16,5R01NS119468-02,522525,5
2021-12-08,5R01NS119471-02,558639,5
2022-12-06,5R01NS119471-03,503051,5
2023-12-01,5R01NS119471-04,484263,5
2024-11-20,5R01NS119471-05,507331,5
2021-12-03,5R01NS119475-02,376408,5
2022-12-02,5R01NS119475-03,376408,5
2024-12-19,5R01NS119475-05,338767,5
2024-01-29,5R01NS119476-03,688317,5
2021-11-16,5R01NS119479-02,384784,5
2022-11-15,5R01NS119479-03,384784,5
2023-12-01,5R01NS119479-04,373241,5
2024-11-25,5R01NS119479-05,346308,5
2021-11-15,5R01NS119483-02,683061,5
2022-11-21,5R01NS119483-03,684243,5
2023-12-14,5R01NS119483-04,662002,5
2024-11-22,5R01NS119483-05,612638,5
2023-02-06,5R01NS119488-03,382340,5
2023-12-18,5R01NS119488-04,370206,5
2025-01-13,5R01NS119488-05,342837,5
2021-11-19,5R01NS119504-02,609036,5
2022-11-29,5R01NS119504-03,577052,5
2023-12-01,5R01NS119504-04,569091,5
2024-11-27,5R01NS119504-05,498649,5
2021-11-06,5R01NS119508-02,693379,5
2022-11-15,5R01NS119508-03,681914,5
2023-11-22,5R01NS119508-04,645302,5
2024-11-18,5R01NS119508-05,586828,5
2023-01-03,5R01NS119517-02,382090,5
2024-11-25,5R01NS119517-04,335675,5
2021-12-10,5R01NS119519-02,387750,5
2022-12-16,5R01NS119519-03,387750,5
2024-01-01,5R01NS119519-04,376118,5
2023-02-16,5R01NS119520-03,458080,5
2024-01-30,5R01NS119520-04,444336,5
2023-01-27,5R01NS119525-02,430574,5
2023-12-20,5R01NS119525-03,417657,5
2025-01-13,5R01NS119525-04,387517,5
2022-01-21,5R01NS119547-02,393454,5
2023-02-06,5R01NS119547-03,393454,5
2024-01-31,5R01NS119547-04,381650,5
2021-12-21,5R01NS119594-02,381240,5
2023-01-12,5R01NS119594-03,381240,5
2023-12-29,5R01NS119594-04,369803,5
2022-02-03,5R01NS119596-02,388970,5
2023-01-18,5R01NS119596-03,387205,5
2023-12-27,5R01NS119596-04,364928,5
2024-12-23,5R01NS119596-05,336941,5
2021-12-21,5R01NS119615-02,441388,5
2022-12-22,5R01NS119615-03,441375,5
2023-12-07,5R01NS119615-04,428134,5
2025-01-24,5R01NS119615-05,397238,5
2022-12-13,5R01NS119622-02,555553,5
2024-01-11,5R01NS119622-03,451572,5
2021-11-22,5R01NS119650-02,183754,5
2023-01-06,5R01NS119650-04,515443,5
2023-12-29,5R01NS119650-05,499981,5
2024-12-17,5R01NS119650-06,463899,5
2022-02-03,5R01NS119651-02,802832,5
2023-02-06,5R01NS119651-03,794249,5
2025-01-22,5R01NS119651-05,707231,5
2023-02-07,5R01NS119683-02,395502,5
2024-12-26,5R01NS119683-04,299411,5
2022-01-31,5R01NS119690-02,489274,5
2023-01-17,5R01NS119690-03,493815,5
2024-02-09,5R01NS119690-04,458697,5
2021-12-01,5R01NS119812-02,620137,5
2022-12-02,5R01NS119812-03,620137,5
2023-11-16,5R01NS119812-04,578847,5
2024-12-12,5R01NS119812-05,537074,5
2021-11-15,5R01NS119825-02,1405393,5
2022-12-01,5R01NS119825-03,1237456,5
2022-12-02,5R01NS119827-02,408149,5
2023-11-10,5R01NS119827-03,395929,5
2024-11-19,5R01NS119827-04,367240,5
2022-12-15,5R01NS119896-02,682059,5
2023-12-28,5R01NS119896-03,647904,5
2021-12-03,5R01NS119897-02,413294,5
2022-12-14,5R01NS119897-03,416660,5
2023-11-20,5R01NS119897-04,343371,5
2024-11-26,5R01NS119897-05,318592,5
2022-11-09,5R01NS119905-02,390000,5
2023-11-09,5R01NS119905-03,378300,5
2024-11-08,5R01NS119905-04,351000,5
2021-11-19,5R01NS119911-02,659897,5
2023-01-13,5R01NS119911-03,647792,5
2023-11-23,5R01NS119911-04,641804,5
2022-01-10,5R01NS119917-02,376148,5
2022-11-25,5R01NS119917-03,375921,5
2023-12-04,5R01NS119917-04,364418,5
2024-11-25,5R01NS119917-05,337908,5
2021-12-29,5R01NS119977-02,580546,5
2022-12-05,5R01NS119977-03,528326,5
2023-11-24,5R01NS119977-04,502753,5
2024-11-20,5R01NS119977-05,466472,5
2022-12-02,5R01NS120099-02,432400,5
2024-01-16,5R01NS120099-03,426800,5
2024-11-29,5R01NS120099-04,396000,5
2021-11-05,5R01NS120182-02,710393,5
2022-12-07,5R01NS120182-03,736227,5
2023-12-06,5R01NS120182-04,706916,5
2024-12-13,5R01NS120182-05,646750,5
2021-12-02,5R01NS120287-02,506499,5
2022-12-20,5R01NS120287-03,506499,5
2023-12-26,5R01NS120287-04,491304,5
2025-01-16,5R01NS120287-05,455850,5
2024-01-24,5R01NS120322-04,446582,5
2021-11-16,5R01NS120417-02,401008,5
2022-11-15,5R01NS120417-03,400949,5
2023-11-17,5R01NS120417-04,388891,5
2024-11-14,5R01NS120417-05,360771,5
2021-12-07,5R01NS120477-02,269363,5
2022-11-22,5R01NS120477-03,367264,5
2023-11-22,5R01NS120477-04,356247,5
2024-11-15,5R01NS120477-05,330538,5
2025-01-15,5R01NS120488-03,731440,5
2021-12-06,5R01NS120489-02,475000,5
2023-02-14,5R01NS120489-03,475000,5
2023-11-14,5R01NS120489-04,460750,5
2024-11-13,5R01NS120489-05,427500,5
2021-12-20,5R01NS120493-02,762098,5
2022-11-25,5R01NS120493-03,751985,5
2023-12-05,5R01NS120493-04,746326,5
2021-12-30,5R01NS120496-02,663594,5
2023-12-13,5R01NS120496-05,644410,5
2024-12-23,5R01NS120496-06,597905,5
2021-12-01,5R01NS120518-02,507326,5
2022-11-28,5R01NS120518-03,507326,5
2023-11-28,5R01NS120518-04,492107,5
2022-12-23,5R01NS120547-03,324017,5
2023-02-03,5R01NS120557-02,1799424,5
2023-12-29,5R01NS120557-03,1852451,5
2021-12-01,5R01NS120560-02,205210,5
2022-12-22,5R01NS120560-03,323564,5
2021-12-09,5R01NS120667-02,662807,5
2022-12-07,5R01NS120667-03,656394,5
2023-12-11,5R01NS120667-04,636703,5
2024-12-16,5R01NS120667-05,590756,5
2021-12-02,5R01NS120689-02,402500,5
2023-01-17,5R01NS120689-03,402500,5
2023-12-14,5R01NS120689-04,390425,5
2024-12-11,5R01NS120689-05,362250,5
2021-12-14,5R01NS120690-02,380542,5
2022-12-21,5R01NS120690-03,380542,5
2023-12-21,5R01NS120690-04,369126,5
2024-12-19,5R01NS120690-05,342488,5
2024-02-12,5R01NS120725-04,633428,5
2021-12-01,5R01NS120746-02,319188,5
2022-12-07,5R01NS120746-03,319188,5
2023-11-13,5R01NS120746-04,309614,5
2024-11-25,5R01NS120746-05,287272,5
2022-12-23,5R01NS120892-02,500637,5
2023-11-22,5R01NS120892-03,485617,5
2024-12-11,5R01NS120892-04,450574,5
2022-01-12,5R01NS120895-02,382697,5
2024-01-17,5R01NS120895-04,371216,5
2025-01-23,5R01NS120895-05,344427,5
2022-02-11,5R01NS120926-02,633717,5
2023-02-09,5R01NS120926-03,613303,5
2024-02-15,5R01NS120926-04,568145,5
2022-12-08,5R01NS120930-02,472920,5
2023-11-28,5R01NS120930-03,458732,5
2024-12-13,5R01NS120930-04,425628,5
2021-11-24,5R01NS120945-02,511702,5
2022-12-29,5R01NS120945-03,511702,5
2023-12-12,5R01NS120945-04,496351,5
2024-12-12,5R01NS120945-05,460534,5
2022-01-25,5R01NS120949-02,406017,5
2024-02-06,5R01NS120949-04,393854,5
2022-12-23,5R01NS120954-02,570808,5
2023-12-12,5R01NS120954-03,553740,5
2022-12-16,5R01NS120973-02,403000,5
2023-12-14,5R01NS120973-03,390910,5
2024-12-17,5R01NS120973-04,362700,5
2022-01-07,5R01NS120981-02,462479,5
2023-01-04,5R01NS120981-03,448925,5
2024-01-25,5R01NS120981-04,420961,5
2025-01-24,5R01NS120981-05,390581,5
2022-12-23,5R01NS120986-02,670451,5
2023-12-01,5R01NS120986-03,661587,5
2025-02-13,5R01NS120986-04,594360,5
2022-12-29,5R01NS121014-02,601734,5
2024-12-24,5R01NS121014-04,541562,5
2022-12-08,5R01NS121026-02,446905,5
2023-12-18,5R01NS121026-03,450740,5
2024-11-20,5R01NS121026-04,239840,5
2023-02-16,5R01NS121028-02,597216,5
2024-02-08,5R01NS121038-04,397700,5
2022-11-23,5R01NS121040-02,2,5
2023-11-14,5R01NS121040-04,365955,5
2024-11-14,5R01NS121040-05,346725,5
2022-12-02,5R01NS121042-02,492803,5
2023-11-17,5R01NS121042-03,478018,5
2024-11-14,5R01NS121042-04,443523,5
2022-01-13,5R01NS121067-02,402500,5
2023-02-13,5R01NS121067-03,402500,5
2024-01-26,5R01NS121067-04,390425,5
2025-01-27,5R01NS121067-05,362250,5
2022-12-01,5R01NS121070-02,471730,5
2023-11-09,5R01NS121070-03,451051,5
2024-11-08,5R01NS121070-04,418500,5
2024-01-25,5R01NS121073-03,527468,5
2022-12-26,5R01NS121079-02,532714,5
2023-12-19,5R01NS121079-03,542024,5
2024-12-03,5R01NS121079-04,480436,5
2025-01-16,5R01NS121099-03,330794,5
2023-02-16,5R01NS121107-03,385538,5
2024-02-08,5R01NS121107-04,374624,5
2022-01-31,5R01NS121114-02,623969,5
2022-12-29,5R01NS121114-03,623969,5
2024-01-18,5R01NS121114-04,605252,5
2022-12-20,5R01NS121150-02,460877,5
2023-02-02,5R01NS121154-03,443062,5
2025-02-13,5R01NS121154-05,398755,5
2022-11-25,5R01NS121161-02,421051,5
2023-11-07,5R01NS121161-03,408419,5
2024-12-05,5R01NS121161-04,324917,5
2023-01-03,5R01NS121227-02,561683,5
2024-01-11,5R01NS121227-03,544831,5
2024-12-23,5R01NS121227-04,505515,5
2023-02-01,5R01NS121233-02,422001,5
2024-02-08,5R01NS121233-03,406662,5
2025-02-14,5R01NS121233-04,375325,5
2022-11-25,5R01NS121234-02,424758,5
2023-11-09,5R01NS121234-03,412015,5
2024-11-15,5R01NS121234-04,382283,5
2021-12-29,5R01NS121246-02,554640,5
2022-12-12,5R01NS121246-03,547555,5
2023-12-08,5R01NS121246-04,531129,5
2024-12-19,5R01NS121246-05,486424,5
2024-02-14,5R01NS121249-04,431432,5
2023-02-02,5R01NS121261-02,510015,5
2024-01-26,5R01NS121261-03,494716,5
2025-01-17,5R01NS121261-04,459015,5
2022-12-01,5R01NS121287-02,412402,5
2023-11-28,5R01NS121287-03,400029,5
2024-11-21,5R01NS121287-04,371162,5
2022-12-14,5R01NS121294-02,1,5
2022-01-11,5R01NS121319-02,518756,5
2023-02-02,5R01NS121319-03,517754,5
2024-02-14,5R01NS121319-04,501221,5
2023-01-06,5R01NS121334-02,457074,5
2023-12-28,5R01NS121334-03,452699,5
2024-12-16,5R01NS121334-04,426716,5
2023-01-31,5R01NS121336-02,368959,5
2025-01-24,5R01NS121336-05,348125,5
2022-12-23,5R01NS121337-02,526680,5
2023-12-27,5R01NS121337-03,517362,5
2025-01-01,5R01NS121337-04,498973,5
2022-12-26,5R01NS121364-02,511536,5
2023-12-14,5R01NS121364-03,520710,5
2022-02-08,5R01NS121371-02,488810,5
2023-02-06,5R01NS121371-03,466201,5
2024-01-10,5R01NS121371-04,1,5
2022-01-26,5R01NS121405-02,438652,5
2024-01-24,5R01NS121405-04,425493,5
2025-02-14,5R01NS121405-05,394788,5
2023-01-26,5R01NS121409-02,412498,5
2024-01-17,5R01NS121409-03,400126,5
2025-01-22,5R01NS121409-04,371251,5
2022-01-04,5R01NS121426-02,375982,5
2023-02-06,5R01NS121426-03,383580,5
2024-01-23,5R01NS121426-04,374673,5
2025-01-28,5R01NS121426-05,350086,5
2024-12-24,5R01NS121542-04,328386,5
2022-11-15,5R01NS121543-02,403870,5
2023-11-28,5R01NS121543-03,391753,5
2024-12-03,5R01NS121543-04,363483,5
2022-02-02,5R01NS121550-02,386387,5
2023-01-28,5R01NS121550-03,386387,5
2024-01-10,5R01NS121550-04,374796,5
2025-01-17,5R01NS121550-05,347749,5
2022-12-01,5R01NS121617-02,464144,5
2023-11-17,5R01NS121617-03,450219,5
2024-12-06,5R01NS121617-04,417731,5
2022-11-25,5R01NS121618-02,580106,5
2023-11-21,5R01NS121618-03,562703,5
2024-11-20,5R01NS121618-04,522097,5
2022-12-15,5R01NS121657-02,442500,5
2024-12-16,5R01NS121657-03,398250,5
2021-12-02,5R01NS121682-02,476906,5
2022-12-16,5R01NS121682-03,476906,5
2024-02-14,5R01NS121718-03,419525,5
2023-02-09,5R01NS121934-03,467304,5
2022-12-27,5R01NS122052-02,400950,5
2023-12-28,5R01NS122052-03,388922,5
2025-01-15,5R01NS122052-04,360856,5
2021-12-22,5R01NS122108-02,427036,5
2024-01-12,5R01NS122108-04,404253,5
2022-11-30,5R01NS122143-02,400950,5
2023-11-28,5R01NS122143-03,388922,5
2024-11-29,5R01NS122143-04,360856,5
2023-12-29,5R01NS122153-03,437659,5
2023-01-23,5R01NS122163-02,596913,5
2023-12-27,5R01NS122163-03,571443,5
2025-01-22,5R01NS122163-04,544859,5
2023-01-20,5R01NS122165-02,526149,5
2023-12-29,5R01NS122165-03,494713,5
2024-12-12,5R01NS122165-04,457838,5
2022-12-07,5R01NS122184-02,638105,5
2023-12-06,5R01NS122184-03,607257,5
2024-12-12,5R01NS122184-04,562854,5
2022-11-21,5R01NS122226-02,651165,5
2023-11-21,5R01NS122226-03,593907,5
2024-11-20,5R01NS122226-04,545253,5
2022-11-23,5R01NS122234-02,515373,5
2023-12-15,5R01NS122234-03,489027,5
2024-12-10,5R01NS122234-04,427257,5
2023-02-06,5R01NS122394-03,609072,5
2024-02-13,5R01NS122394-04,355103,5
2022-11-16,5R01NS122533-03,411250,5
2023-11-30,5R01NS122533-04,398913,5
2024-11-20,5R01NS122533-05,370125,5
2023-02-16,5R01NS122534-08,370159,5
2023-02-10,5R01NS122570-02,814050,5
2023-01-30,5R01NS122589-02,374287,5
2024-01-17,5R01NS122589-03,363631,5
2025-01-06,5R01NS122589-04,337669,5
2023-12-14,5R01NS122756-02,474498,5
2025-01-24,5R01NS122756-03,437343,5
2024-01-29,5R01NS122777-03,496981,5
2025-01-15,5R01NS122777-04,461115,5
2023-01-27,5R01NS122834-02,398971,5
2023-12-27,5R01NS122834-03,387002,5
2024-11-27,5R01NS122834-04,359074,5
2022-12-07,5R01NS122837-02,389230,5
2023-11-17,5R01NS122837-03,377553,5
2024-11-21,5R01NS122837-04,350307,5
2024-01-29,5R01NS122927-03,127240,5
2025-01-24,5R01NS122927-04,118058,5
2023-02-01,5R01NS122970-02,406250,5
2024-01-16,5R01NS122970-03,394063,5
2025-01-27,5R01NS122970-04,365625,5
2022-12-21,5R01NS123023-02,479992,5
2023-12-13,5R01NS123023-03,440488,5
2025-01-16,5R01NS123023-04,407112,5
2022-12-02,5R01NS123050-02,475868,5
2023-12-13,5R01NS123050-03,463761,5
2024-12-16,5R01NS123050-04,431633,5
2023-02-08,5R01NS123080-03,472591,5
2024-02-06,5R01NS123080-04,458412,5
2023-02-01,5R01NS123435-02,445257,5
2022-12-15,5R01NS123517-02,382044,5
2023-12-28,5R01NS123517-03,342286,5
2024-12-23,5R01NS123517-04,317529,5
2024-02-13,5R01NS123532-03,456659,5
2024-01-03,5R01NS123556-03,356539,5
2025-01-10,5R01NS123556-04,330029,5
2022-12-05,5R01NS123711-02,508733,5
2023-11-10,5R01NS123711-03,492287,5
2024-12-14,5R01NS123711-04,455632,5
2023-02-16,5R01NS124051-02,664158,5
2024-01-26,5R01NS124051-03,641338,5
2022-12-02,5R01NS124081-02,547221,5
2023-12-04,5R01NS124081-03,530805,5
2024-11-20,5R01NS124081-04,492501,5
2022-11-25,5R01NS124123-02,378750,5
2024-12-12,5R01NS124123-04,363375,5
2022-12-02,5R01NS124145-02,549971,5
2023-11-15,5R01NS124145-03,584689,5
2024-11-27,5R01NS124145-04,542495,5
2022-12-02,5R01NS124547-02,481904,5
2023-12-12,5R01NS124547-03,467446,5
2024-12-26,5R01NS124547-04,433715,5
2022-11-09,5R01NS124575-02,399380,5
2023-11-20,5R01NS124575-03,387399,5
2024-11-21,5R01NS124575-04,359442,5
2023-12-04,5R01NS124581-02,607836,5
2024-12-03,5R01NS124581-03,563973,5
2022-11-09,5R01NS124585-02,826232,5
2023-11-20,5R01NS124585-03,782760,5
2024-11-13,5R01NS124585-04,737360,5
2023-01-31,5R01NS124607-02,396063,5
2024-01-26,5R01NS124607-03,459296,5
2025-01-17,5R01NS124607-04,426151,5
2022-12-19,5R01NS124637-02,408929,5
2023-12-20,5R01NS124637-03,396661,5
2024-12-19,5R01NS124637-04,368037,5
2023-02-03,5R01NS124642-02,630640,5
2025-01-10,5R01NS124642-04,582283,5
2023-01-17,5R01NS124660-02,623676,5
2023-12-29,5R01NS124660-03,599878,5
2025-01-03,5R01NS124660-04,550588,5
2023-12-29,5R01NS124666-02,490325,5
2025-01-09,5R01NS124666-03,455135,5
2022-12-23,5R01NS124673-02,397500,5
2023-12-25,5R01NS124673-03,385575,5
2025-01-09,5R01NS124673-04,357750,5
2022-11-25,5R01NS124679-02,537347,5
2023-11-28,5R01NS124679-03,481230,5
2024-11-22,5R01NS124679-04,446502,5
2023-01-19,5R01NS124681-02,447235,5
2024-01-12,5R01NS124681-03,417626,5
2024-12-23,5R01NS124681-04,416142,5
2024-01-23,5R01NS124692-03,364167,5
2025-02-13,5R01NS124692-04,337887,5
2024-02-02,5R01NS124728-03,402571,5
2025-01-27,5R01NS124728-04,373519,5
2023-12-13,5R01NS124738-02,590534,5
